Sub ID,Lorax,Lost,Mad Men,Pony,Walking Dead,Weeds,Grand Total
524,3.9,52.2,5.85,3.9,122.8,3,191.65
525,3,58.95,16.2,2.1,128,9,217.25
526,5.1,53.1,12.15,5.1,124,5.1,204.55
527,3.9,46.8,16.2,6.9,114,6,193.8
528,3.9,63,0,6,129.2,0.9,203
529,5.1,43.2,1.8,3.9,117.2,3,174.2
530,5.1,64.8,0,6,132.8,2.1,210.8
531,3.9,90,8.1,2.1,149.2,3,256.3
532,8.1,27,5.85,6.9,96,2.1,145.95
533,0.9,58.05,1.8,0.9,121.2,2.1,184.95
534,3.9,81.9,26.1,6,139.2,11.1,268.2
535,3,36.9,22.05,0.9,108,9,179.85
536,3,63,4.05,5.1,129.2,0.9,205.25
537,3.9,43.2,30.15,3,115.2,9.9,205.35
538,3,57.15,18,0.9,120,8.1,207.15
539,3.9,49.95,8.1,8.1,120,2.1,192.15
540,3,44.1,0,3,110.8,2.1,163
541,5.1,40.05,18,3.9,112,6.9,185.95
542,3.9,58.05,0,6,127.2,2.1,197.25
543,3.9,41.85,18,3.9,108,6.9,182.55
544,0.9,55.8,1.8,3,128,3,192.5
545,3.9,66.15,34.2,2.1,131.2,11.1,248.65
546,5.1,54,8.1,3.9,126,3,200.1
547,0.9,64.8,16.2,3,134,8.1,227
548,0,67.95,0,0.9,131.2,0.9,200.95
549,3.9,54,13.95,6,120,5.1,202.95
550,6,75.15,13.95,2.1,138.8,5.1,241.1
551,2.1,63.9,18,0.9,132,6.9,223.8
552,6.9,36,8.1,3.9,108.8,2.1,165.8
553,6.9,50.85,12.15,5.1,118,6.9,199.9
554,5.1,44.1,31.95,6,108,12,207.15
555,3,43.2,9.9,5.1,114,5.1,180.3
556,3,58.05,19.8,3,128,11.1,222.95
557,3,28.8,5.85,2.1,100.8,3,143.55
558,6,70.2,0,3.9,134,3.9,218
559,6,63,13.95,5.1,129.2,9,226.25
560,3,49.95,37.8,6.9,115.2,14.1,226.95
561,6.9,75.15,0,9.9,136.8,3.9,232.65
562,3,44.1,19.8,5.1,115.2,9,196.2
563,3,31.05,8.1,0.9,103.2,6,152.25
564,5.1,58.05,9.9,3.9,124,5.1,206.05
565,3,40.95,30.15,3.9,110.8,11.1,199.9
566,2.1,48.15,16.2,3.9,119.2,6.9,196.45
567,0.9,50.85,23.85,0.9,117.2,8.1,201.8
568,3.9,43.2,26.1,6,108.8,12,200
569,3.9,58.05,31.95,6,128.8,9.9,238.6
570,5.1,45.9,12.15,5.1,117.2,5.1,190.55
571,6,52.2,26.1,6,117.2,11.1,218.6
572,3.9,39.15,13.95,5.1,108,5.1,175.2
573,0.9,54.9,16.2,3,122.8,9,206.8
574,6,59.85,9.9,6,121.2,3.9,206.85
575,2.1,50.85,18,5.1,116,9,201.05
576,6,63,26.1,5.1,123.2,9.9,233.3
577,3,81,0,6.9,148,0,238.9
578,6,44.1,31.95,9,110.8,11.1,212.95
579,0.9,31.95,0,3,107.2,5.1,148.15
580,3,81,9.9,3,147.2,3.9,248
581,5.1,37.8,19.8,6,110.8,9.9,189.4
582,3.9,55.8,9.9,3.9,123.2,6,202.7
583,5.1,49.95,4.05,6,119.2,3,187.3
584,3,54,18,5.1,119.2,5.1,204.4
585,3.9,55.8,30.15,6,113.2,9.9,218.95
586,3,54.9,12.15,6,122.8,5.1,203.95
587,2.1,53.1,18,2.1,120,8.1,203.4
588,6,52.2,22.05,6,122,9,217.25
589,2.1,58.95,16.2,3.9,128,6,215.15
590,0.9,48.15,4.05,0.9,121.2,0.9,176.1
591,2.1,31.95,16.2,2.1,102.8,6,161.15
592,3,67.95,18,6.9,134.8,6,236.65
593,3.9,62.1,0,3.9,122.8,3,195.7
594,2.1,58.95,13.95,3,122,6.9,206.9
595,3,49.95,22.05,3.9,122,9,209.9
596,2.1,49.95,8.1,3,118.8,3.9,185.85
597,5.1,49.95,18,5.1,118,12,208.15
598,3,49.05,5.85,3,122,5.1,188
599,0.9,67.95,0,2.1,134,2.1,207.05
600,3,48.15,0,6.9,119.2,0.9,178.15
601,6,63.9,0,5.1,126,0,201
602,0.9,44.1,16.2,0.9,116,8.1,186.2
603,5.1,58.95,48.15,3.9,115.2,15,246.3
604,5.1,44.1,41.85,6.9,106.8,14.1,218.85
605,3.9,54,0,6,122.8,2.1,188.8
606,3.9,63.9,9.9,3.9,135.2,6,222.8
607,9.9,81.9,13.95,8.1,140,3.9,257.75
608,2.1,48.15,4.05,3.9,116,5.1,179.3
609,2.1,44.1,27.9,3.9,114,8.1,200.1
610,3,34.2,16.2,3.9,109.2,6,172.5
611,2.1,54,9.9,2.1,124.8,6,198.9
612,3,59.85,0,6,133.2,0,202.05
613,3,52.2,4.05,6,124,3,192.25
614,0.9,26.1,16.2,0.9,101.2,5.1,150.4
615,6.9,46.8,0,6,118.8,3,181.5
616,3,40.05,27.9,3.9,114.8,9.9,199.55
617,5.1,44.1,22.05,3.9,113.2,9,197.35
618,2.1,49.95,8.1,0.9,120,5.1,186.15
619,3,43.2,26.1,3,112,11.1,198.4
620,5.1,31.95,22.05,3,104,9.9,176
621,3.9,44.1,8.1,6.9,116,6,185
622,3.9,48.15,18,5.1,119.2,6,200.35
623,3.9,54.9,12.15,9,124.8,6,210.75
624,8.1,37.8,0,3.9,108,0.9,158.7
625,3,43.2,30.15,5.1,108.8,9,199.25
626,3,59.85,1.8,3,130,0.9,198.55
627,6,71.1,23.85,3.9,133.2,9.9,247.95
628,3,31.05,30.15,3.9,106,11.1,185.2
629,5.1,48.15,9.9,3,119.2,3,188.35
630,0.9,54.9,16.2,2.1,121.2,6.9,202.2
631,5.1,49.95,0,9,117.2,2.1,183.35
632,3.9,62.1,23.85,6.9,132,11.1,239.85
633,5.1,43.2,0,6.9,112.8,0,168
634,6,72.9,18,6.9,138,9,250.8
635,5.1,32.85,19.8,3,104,9.9,174.65
636,3,52.2,26.1,5.1,122,12,220.4
637,3.9,63,8.1,6,124.8,5.1,210.9
638,3.9,46.8,12.15,3.9,119.2,6.9,192.85
639,6.9,61.2,27.9,8.1,123.2,9,236.3
640,2.1,46.8,0,0,116,3,167.9
641,3,40.05,4.05,5.1,112,0.9,165.1
642,0.9,44.1,26.1,0,114.8,11.1,197
643,3,36.9,23.85,0.9,110,9.9,184.55
644,3.9,40.05,4.05,6,115.2,0.9,170.1
645,3,32.85,19.8,6,110,9,180.65
646,6.9,35.1,19.8,8.1,110,8.1,188
647,2.1,58.95,8.1,3,128,3.9,204.05
648,2.1,37.8,36,0.9,103.2,14.1,194.1
649,3,45.9,16.2,3,117.2,5.1,190.4
650,5.1,55.8,22.05,6,124,9,221.95
651,2.1,63.9,9.9,3.9,126.8,3,209.6
652,3,58.95,13.95,3,131.2,3.9,214
653,9,28.8,19.8,12,100,6.9,176.5
654,3,54.9,1.8,2.1,123.2,3.9,188.9
655,3.9,54.9,4.05,5.1,124.8,3.9,196.65
656,5.1,62.1,0,6,132.8,0.9,206.9
657,3,70.2,22.05,3,127.2,6.9,232.35
658,5.1,48.15,13.95,5.1,110,6,188.3
659,2.1,59.85,13.95,2.1,120.8,6,204.8
660,0.9,46.8,13.95,0,114.8,6.9,183.35
661,5.1,44.1,22.05,2.1,112,8.1,193.45
662,3,55.8,9.9,2.1,125.2,3,199
663,2.1,70.2,0,5.1,134,0.9,212.3
664,5.1,79.2,23.85,6,138,9,261.15
665,8.1,46.8,18,9.9,112,6.9,201.7
666,3.9,45.9,36,3.9,113.2,11.1,214
667,3,52.2,19.8,0.9,120,6,201.9
668,3,36.9,27.9,5.1,108,9,189.9
669,3,62.1,18,3,128.8,6.9,221.8
670,2.1,46.8,8.1,2.1,116,3,178.1
671,9,39.15,8.1,6.9,114,6,183.15
672,3.9,71.1,4.05,3,138.8,3.9,224.75
673,3.9,45,13.95,8.1,116.8,6,193.75
674,2.1,46.8,8.1,0.9,114.8,3,175.7
675,6,40.95,12.15,8.1,109.2,5.1,181.5
676,2.1,50.85,0,3,119.2,0.9,176.05
677,3.9,30.15,0,6.9,106.8,3,150.75
678,2.1,37.8,12.15,2.1,110.8,6,170.95
679,3.9,58.05,0,2.1,128.8,2.1,194.95
680,2.1,46.8,19.8,3,111.2,6.9,189.8
681,2.1,61.2,22.05,3,125.2,8.1,221.65
682,2.1,67.05,26.1,2.1,130.8,9.9,238.05
683,3,59.85,27.9,3,126,9,228.75
684,0.9,36,9.9,3,111.2,5.1,166.1
685,3.9,58.95,12.15,5.1,123.2,6.9,210.2
686,3,41.85,22.05,3.9,112.8,9.9,193.5
687,6,41.85,5.85,3,106.8,3.9,167.4
688,3.9,31.95,0,3,104.8,2.1,145.75
689,3,45,0,6,113.2,3,170.2
690,2.1,36.9,5.85,3,107.2,3.9,158.95
691,5.1,45.9,1.8,3.9,116,0.9,173.6
692,3.9,59.85,19.8,3,126,8.1,220.65
693,0.9,37.8,5.85,3,114.8,6,168.35
694,3,67.05,26.1,6,132.8,9.9,244.85
695,2.1,40.95,5.85,2.1,114.8,3,168.8
696,0.9,46.8,0,0.9,120,0,168.6
697,3.9,72,0,6,134,2.1,218
698,3.9,45,19.8,6,112,8.1,194.8
699,3.9,58.05,16.2,3.9,126,6,214.05
700,5.1,58.95,1.8,6,126,2.1,199.95
701,3,58.05,5.85,5.1,126.8,5.1,203.9
702,6,53.1,5.85,3.9,124,3,195.85
703,0.9,54.9,0,0.9,128.8,3.9,189.4
704,3.9,41.85,5.85,5.1,116,3,175.7
705,3.9,59.85,13.95,2.1,122,6.9,208.7
706,3,45.9,8.1,3,110.8,3.9,174.7
707,3,49.95,0,3.9,121.2,2.1,180.15
708,0.9,40.05,37.8,3,110,15.9,207.65
709,5.1,36.9,0,5.1,111.2,2.1,160.4
710,2.1,39.15,5.85,3.9,111.2,3.9,166.1
711,6.9,46.8,9.9,5.1,116,3.9,188.6
712,5.1,49.95,12.15,2.1,120.8,9,199.1
713,8.1,40.95,9.9,6,113.2,3.9,182.05
714,2.1,41.85,1.8,5.1,112,3.9,166.75
715,3.9,37.8,1.8,5.1,107.2,3,158.8
716,5.1,59.85,8.1,0.9,128,5.1,207.05
717,0.9,45.9,0,0.9,114,0.9,162.6
718,6,36,8.1,8.1,108,3.9,170.1
719,2.1,46.8,5.85,5.1,116,2.1,177.95
720,2.1,45,8.1,5.1,122,5.1,187.4
721,3,39.15,8.1,3,108.8,3,165.05
722,3,53.1,13.95,3.9,124,8.1,206.05
723,8.1,63,0,3,123.2,0,197.3
724,0.9,57.15,9.9,0,128,5.1,201.05
725,3,59.85,23.85,5.1,122.8,9,223.6
726,3.9,12.15,22.05,3.9,88.8,6.9,137.7
727,3.9,85.95,0,3.9,151.2,3.9,248.85
728,6.9,67.95,0,5.1,132,0.9,212.85
729,3.9,43.2,9.9,6,110,3.9,176.9
730,2.1,32.85,22.05,0.9,102,9,168.9
731,3.9,55.8,40.05,6.9,125.2,15.9,247.75
732,0,35.1,18,0,108,8.1,169.2
733,3,46.8,4.05,3,117.2,2.1,176.15
734,3,45.9,8.1,3.9,116,2.1,179
735,6,68.85,16.2,6,132,6.9,235.95
736,3.9,49.95,12.15,3.9,120,9,198.9
737,3,49.95,9.9,3.9,120,3.9,190.65
738,3,40.05,13.95,2.1,110.8,6,175.9
739,3,57.15,0,3.9,126.8,2.1,192.95
740,3.9,93.15,8.1,6,152,3,266.15
741,5.1,53.1,13.95,6,119.2,5.1,202.45
742,5.1,54.9,9.9,9.9,127.2,3,210
743,3,48.15,16.2,3,122,8.1,200.45
744,3.9,49.05,9.9,6,120.8,5.1,194.75
745,0.9,48.15,0,3,113.2,2.1,167.35
746,3,49.05,0,3,119.2,3,177.25
747,2.1,59.85,4.05,5.1,129.2,2.1,202.4
748,3,27,0,0.9,102,6,138.9
749,0.9,67.05,30.15,0.9,125.2,12,236.2
750,3.9,48.15,5.85,5.1,120,9.9,192.9
751,5.1,27.9,37.8,0.9,99.2,12,182.9
752,3,63.9,0,2.1,134,0,203
753,3.9,37.8,18,9,108.8,9.9,187.4
754,2.1,48.15,13.95,5.1,115.2,6,190.5
755,5.1,43.2,31.95,3,108,11.1,202.35
756,3.9,40.05,22.05,3.9,109.2,6,185.1
757,3,58.95,0,5.1,130.8,0.9,198.75
758,3,63,0,0.9,127.2,0.9,195
759,3,64.8,27.9,3,124.8,14.1,237.6
760,2.1,31.05,22.05,3,106,6.9,171.1
761,3,62.1,1.8,5.1,126,0.9,198.9
762,0.9,63.9,9.9,3,128,5.1,210.8
763,3,22.95,16.2,3.9,96.8,9,151.85
764,3,58.05,16.2,3,124.8,6.9,211.95
765,0.9,45,13.95,0.9,117.2,5.1,183.05
766,3.9,68.85,0,5.1,141.2,2.1,221.15
767,0.9,67.05,0,2.1,138,3.9,211.95
768,3,50.85,26.1,3.9,118,11.1,212.95
769,3.9,31.05,8.1,8.1,102,2.1,155.25
770,3.9,67.05,9.9,3.9,134.8,6.9,226.45
771,3,50.85,13.95,2.1,116,3.9,189.8
772,3.9,52.2,26.1,5.1,116,9.9,213.2
773,2.1,40.95,30.15,0,117.2,9.9,200.3
774,5.1,45.9,12.15,9,116,6,194.15
775,5.1,40.95,12.15,3.9,109.2,5.1,176.4
776,3,59.85,5.85,3.9,125.2,2.1,199.9
777,3,45,18,5.1,115.2,6.9,193.2
778,3,68.85,0,3.9,136,2.1,213.85
779,5.1,64.8,13.95,6,127.2,5.1,222.15
780,3,58.05,1.8,3.9,124,3,193.75
781,3.9,71.1,22.05,3,129.2,9,238.25
782,5.1,61.2,23.85,3.9,122,8.1,224.15
783,2.1,68.85,0,3,134.8,2.1,210.85
784,3,49.05,8.1,3,116,2.1,181.25
785,0.9,46.8,1.8,3,118.8,3,174.3
786,8.1,40.95,13.95,6.9,107.2,3.9,181
787,5.1,46.8,0,3.9,116.8,3.9,176.5
788,5.1,49.05,5.85,5.1,119.2,5.1,189.4
789,3.9,40.95,23.85,3.9,110.8,9.9,193.3
790,5.1,49.95,1.8,5.1,123.2,0.9,186.05
791,2.1,39.15,23.85,2.1,111.2,9,187.4
792,3,72,27.9,3,135.2,9,250.1
793,6.9,62.1,16.2,6.9,127.2,8.1,227.4
794,3.9,61.2,19.8,3,124.8,9,221.7
795,0.9,41.85,37.8,3,108,12.9,204.45
796,3.9,50.85,9.9,2.1,116.8,5.1,188.65
797,2.1,55.8,18,0,124.8,6,206.7
798,3,39.15,0,2.1,109.2,3,156.45
799,3,63.9,5.85,3.9,132,3.9,212.55
800,6.9,49.95,18,9.9,118,8.1,210.85
801,2.1,57.15,0,3.9,128.8,3,194.95
802,3.9,31.95,19.8,3.9,102.8,8.1,170.45
803,3,48.15,22.05,0.9,120,9,203.1
804,3,45.9,8.1,2.1,120,3.9,183
805,5.1,72,19.8,6.9,137.2,9,250
806,3,59.85,5.85,0.9,127.2,6,202.8
807,0.9,41.85,22.05,3,109.2,8.1,185.1
808,5.1,44.1,18,8.1,109.2,9,193.5
809,3.9,44.1,19.8,3.9,109.2,6,186.9
810,3,72,26.1,3.9,137.2,9.9,252.1
811,2.1,55.8,16.2,5.1,122,5.1,206.3
812,2.1,43.2,16.2,3,112,6.9,183.4
813,2.1,64.8,30.15,5.1,128.8,12,242.95
814,2.1,40.05,13.95,3,112,6.9,178
815,3.9,39.15,30.15,3,107.2,9.9,193.3
816,0.9,58.95,13.95,3,123.2,6,206
817,3,55.8,13.95,3.9,120,8.1,204.75
818,3.9,30.15,18,3,103.2,5.1,163.35
819,5.1,36,41.85,8.1,110,15.9,216.95
820,3.9,63,0,3.9,134,2.1,206.9
821,0.9,62.1,18,2.1,126.8,5.1,215
822,6,45,19.8,6,115.2,9,201
823,3.9,44.1,19.8,3,113.2,9.9,193.9
824,2.1,40.95,8.1,3.9,112.8,3,170.85
825,2.1,44.1,36,2.1,110,15,209.3
826,2.1,58.05,5.85,3.9,130.8,5.1,205.8
827,3.9,30.15,5.85,3,110,5.1,158
828,6.9,59.85,26.1,6,126,9,233.85
829,3.9,45.9,22.05,3,120,8.1,202.95
830,8.1,64.8,16.2,6,130.8,6.9,232.8
831,9,61.2,1.8,8.1,128,3.9,212
832,6.9,59.85,12.15,8.1,124.8,8.1,219.9
833,0.9,64.8,16.2,0.9,134,5.1,221.9
834,3.9,44.1,26.1,6.9,112.8,9.9,203.7
835,5.1,66.15,16.2,5.1,127.2,5.1,224.85
836,3.9,68.85,13.95,6,123.2,5.1,221
837,5.1,67.95,27.9,3.9,132.8,11.1,248.75
838,5.1,55.8,22.05,6.9,119.2,11.1,220.15
839,3.9,44.1,8.1,3.9,114,5.1,179.1
840,3,49.95,8.1,3.9,122,5.1,192.05
841,3.9,40.95,23.85,6,109.2,9,192.9
842,3.9,63,40.05,3.9,127.2,12,250.05
843,6,63.9,9.9,3.9,125.2,6,214.9
844,3.9,58.05,1.8,2.1,126.8,2.1,194.75
845,3,30.15,22.05,3,104,9,171.2
846,2.1,52.2,9.9,3,118,6.9,192.1
847,0.9,43.2,27.9,3,112.8,11.1,198.9
848,3,58.95,0,3,125.2,2.1,192.25
849,6,46.8,18,3.9,109.2,6.9,190.8
850,2.1,57.15,19.8,0,120.8,12,211.85
851,9,64.8,18,6.9,130.8,6.9,236.4
852,2.1,50.85,16.2,3,119.2,6.9,198.25
853,6.9,45.9,0,6,120,3,181.8
854,3.9,70.2,0,5.1,133.2,0.9,213.3
855,5.1,36.9,5.85,3.9,107.2,3,161.95
856,5.1,61.2,16.2,3,126,6.9,218.4
857,3.9,82.8,0,6.9,150.8,3,247.4
858,2.1,64.8,5.85,3,126.8,2.1,204.65
859,3.9,52.2,1.8,0.9,123.2,0.9,182.9
860,2.1,43.2,18,5.1,105.2,8.1,181.7
861,5.1,31.95,9.9,3,104,6,159.95
862,3.9,53.1,16.2,3.9,120.8,8.1,206
863,0.9,61.2,4.05,2.1,126.8,3,198.05
864,3.9,61.2,18,0.9,125.2,6,215.2
865,3.9,36,4.05,5.1,104.8,2.1,155.95
866,3.9,45.9,0,5.1,115.2,3.9,174
867,0.9,49.05,19.8,3,116.8,6.9,196.45
868,0.9,44.1,1.8,3,119.2,2.1,171.1
869,3.9,58.05,16.2,3.9,120.8,6,208.85
870,3,59.85,27.9,3.9,125.2,9.9,229.75
871,5.1,43.2,12.15,2.1,112,5.1,179.65
872,5.1,58.95,12.15,6.9,124.8,3.9,211.8
873,5.1,71.1,13.95,3,134,6,233.15
874,3.9,49.05,0,5.1,124.8,2.1,184.95
875,0.9,36.9,19.8,2.1,110.8,6.9,177.4
876,3,41.85,12.15,3,112.8,5.1,177.9
877,3,67.95,9.9,3.9,130.8,6,221.55
878,3.9,36.9,9.9,5.1,108.8,5.1,169.7
879,3,45.9,9.9,5.1,115.2,9,188.1
880,2.1,59.85,13.95,2.1,128.8,6.9,213.7
881,3.9,58.05,31.95,6.9,122,9,231.8
882,3,73.8,5.85,5.1,136,3,226.75
883,3,49.95,5.85,6.9,118,3.9,187.6
884,6,70.2,0,3.9,140,2.1,222.2
885,3,66.15,0,2.1,131.2,2.1,204.55
886,5.1,54.9,13.95,0,124,6.9,204.85
887,3,67.95,0,3.9,136,2.1,212.95
888,0.9,55.8,4.05,2.1,122,5.1,189.95
889,3,52.2,16.2,3.9,120,6,201.3
890,3,48.15,16.2,5.1,114,6,192.45
891,2.1,37.8,16.2,3.9,108.8,6,174.8
892,6,49.95,5.85,6.9,118.8,3,190.5
893,6.9,58.95,13.95,6,123.2,9,218
894,0.9,67.05,0,0.9,132,0.9,201.75
895,5.1,54,13.95,5.1,122,6,206.15
896,3.9,35.1,0,3,110.8,0.9,153.7
897,5.1,36,8.1,6,111.2,3,169.4
898,2.1,32.85,5.85,3,110.8,2.1,156.7
899,3.9,64.8,16.2,6,128,8.1,227
900,3.9,63,5.85,3.9,131.2,2.1,209.95
901,3,54.9,5.85,5.1,126,3,197.85
902,3,63,22.05,2.1,123.2,11.1,224.45
903,3,40.95,0,5.1,112.8,2.1,163.95
904,3.9,63,16.2,3.9,132,6,225
905,3.9,40.05,8.1,3.9,106.8,3,165.75
906,5.1,44.1,12.15,3.9,110.8,3.9,179.95
907,5.1,44.1,19.8,2.1,112,8.1,191.2
908,3.9,37.8,8.1,3,107.2,5.1,165.1
909,2.1,37.8,18,3,109.2,9,179.1
910,3.9,67.95,0,6,132.8,3,213.65
911,3,50.85,22.05,2.1,119.2,8.1,205.3
912,2.1,40.05,18,2.1,107.2,8.1,177.55
913,6,52.2,9.9,6,122.8,3.9,200.8
914,0,58.05,13.95,0.9,127.2,3.9,204
915,6,58.05,12.15,6.9,120,3.9,207
916,0.9,63.9,9.9,3,130,3.9,211.6
917,6,62.1,13.95,2.1,128,5.1,217.25
918,3,35.1,34.2,5.1,107.2,11.1,195.7
919,5.1,39.15,36,3,109.2,14.1,206.55
920,6,39.15,27.9,5.1,106,8.1,192.25
921,5.1,49.05,23.85,2.1,117.2,9,206.3
922,3.9,43.2,12.15,3.9,109.2,6.9,179.25
923,3.9,58.05,8.1,3.9,124.8,3.9,202.65
924,2.1,58.95,0,0,126.8,2.1,189.95
925,0.9,37.8,41.85,3,108.8,12,204.35
926,6.9,50.85,0,11.1,118.8,0.9,188.55
927,5.1,34.2,8.1,9,106.8,3.9,167.1
928,3,34.2,16.2,0.9,104,6.9,165.2
929,5.1,40.95,23.85,3,111.2,6.9,191
930,3,49.05,12.15,5.1,118.8,5.1,193.2
931,3,43.2,22.05,3,110,8.1,189.35
932,3.9,54,0,6,120.8,0,184.7
933,6,54,4.05,8.1,122.8,2.1,197.05
934,2.1,44.1,0,2.1,115.2,2.1,165.6
935,6,49.95,26.1,3.9,118.8,9.9,214.65
936,3.9,79.2,27.9,3.9,138.8,9,262.7
937,0.9,54.9,0,0.9,126,0.9,183.6
938,0.9,66.15,0,3,131.2,0.9,202.15
939,3,45.9,16.2,3,113.2,6,187.3
940,5.1,50.85,1.8,6,118.8,3,185.55
941,3,59.85,0,3,130.8,0.9,197.55
942,3,45.9,0,3,116,2.1,170
943,3.9,49.05,16.2,6,118.8,9,202.95
944,3.9,55.8,9.9,3.9,123.2,6.9,203.6
945,3.9,32.85,0,5.1,108,3,152.85
946,2.1,55.8,0,2.1,126,2.1,188.1
947,3.9,48.15,5.85,5.1,117.2,3.9,184.1
948,0.9,52.2,18,0,122,6,199.1
949,2.1,55.8,9.9,0.9,122.8,5.1,196.6
950,3,40.05,9.9,3,116,3.9,175.85
951,3,72,0,2.1,140,0,217.1
952,3,52.2,31.95,3,114.8,9,213.95
953,8.1,46.8,12.15,3.9,117.2,3.9,192.05
954,8.1,43.2,23.85,5.1,110.8,11.1,202.15
955,0.9,49.05,4.05,2.1,121.2,3,180.3
956,5.1,27.9,13.95,5.1,104,5.1,161.15
957,6.9,45,18,2.1,108.8,5.1,185.9
958,5.1,54,0,3.9,124.8,0,187.8
959,2.1,81,22.05,0.9,137.2,8.1,251.35
960,3,37.8,5.85,3.9,110,3.9,164.45
961,5.1,66.15,4.05,5.1,124.8,2.1,207.3
962,3,46.8,0,3,118.8,2.1,173.7
963,3,54,8.1,3.9,118,5.1,192.1
964,3.9,49.05,13.95,3.9,116.8,3.9,191.5
965,2.1,71.1,0,5.1,139.2,0.9,218.4
966,3.9,52.2,18,5.1,120.8,9,209
967,5.1,39.15,34.2,6,107.2,12.9,204.55
968,3.9,49.05,12.15,3.9,115.2,3.9,188.1
969,5.1,73.8,13.95,3.9,134,5.1,235.85
970,3,48.15,12.15,5.1,116.8,3.9,189.1
971,2.1,27.9,31.95,2.1,101.2,9.9,175.15
972,2.1,66.15,9.9,3,133.2,5.1,219.45
973,2.1,53.1,0,2.1,122.8,3,183.1
974,3.9,58.05,12.15,3,129.2,5.1,211.4
975,2.1,52.2,22.05,5.1,122,8.1,211.55
976,8.1,49.95,19.8,8.1,116,6.9,208.85
977,5.1,80.1,0,6.9,137.2,0.9,230.2
978,3,43.2,9.9,5.1,110.8,5.1,177.1
979,3.9,63,19.8,5.1,128.8,6.9,227.5
980,3,54,13.95,2.1,126,6,205.05
981,3,49.95,5.85,3.9,124,3.9,190.6
982,5.1,44.1,5.85,6.9,111.2,3,176.15
983,3.9,39.15,44.1,3,105.2,15,210.35
984,2.1,43.2,19.8,2.1,116,6.9,190.1
985,0.9,55.8,16.2,3,120,6,201.9
986,3.9,35.1,23.85,3.9,107.2,12,185.95
987,2.1,79.2,0,0.9,144.8,0.9,227.9
988,5.1,39.15,0,3,112.8,3,163.05
989,3,55.8,12.15,2.1,127.2,6.9,207.15
990,3.9,61.2,13.95,6.9,130.8,6.9,223.65
991,6.9,57.15,16.2,6,127.2,8.1,221.55
992,3.9,63,0,3.9,128.8,0,199.6
993,3.9,36.9,5.85,3.9,110.8,3.9,165.25
994,3,58.95,16.2,3.9,122.8,6.9,211.75
995,0.9,54,0,0.9,119.2,2.1,177.1
996,2.1,66.15,0,2.1,132.8,3.9,207.05
997,3.9,50.85,0,5.1,122.8,0.9,183.55
998,3.9,26.1,30.15,3,102,9.9,175.05
999,3,67.95,19.8,2.1,128,6.9,227.75
1000,5.1,70.2,31.95,0.9,131.2,12.9,252.25
1001,2.1,45.9,8.1,3.9,114.8,3,177.8
1002,6,55.8,16.2,3.9,126.8,6.9,215.6
1003,8.1,41.85,4.05,3.9,109.2,3.9,171
1004,3,48.15,13.95,2.1,112.8,3.9,183.9
1005,0.9,54,16.2,2.1,120.8,5.1,199.1
1006,3.9,39.15,23.85,3.9,110,11.1,191.9
1007,2.1,49.05,8.1,0.9,122,2.1,184.25
1008,3,58.05,23.85,3.9,126.8,8.1,223.7
1009,5.1,52.2,8.1,5.1,123.2,6.9,200.6
1010,0.9,59.85,16.2,0,128.8,9,214.75
1011,5.1,63,19.8,5.1,126,6,225
1012,2.1,52.2,19.8,0.9,119.2,12.9,207.1
1013,3,61.2,22.05,3,127.2,6.9,223.35
1014,6,62.1,0,2.1,131.2,3,204.4
1015,2.1,43.2,30.15,3,112,9.9,200.35
1016,5.1,61.2,0,5.1,125.2,0.9,197.5
1017,2.1,46.8,30.15,3,112.8,9.9,204.75
1018,3.9,41.85,16.2,2.1,113.2,6,183.25
1019,6.9,58.95,22.05,3,127.2,9,227.1
1020,3.9,79.2,1.8,3.9,141.2,0.9,230.9
1021,3,63.9,8.1,3,130,3.9,211.9
1022,3.9,70.2,5.85,2.1,139.2,3,224.25
1023,3,50.85,0,6.9,124.8,2.1,187.65
1024,0,41.85,0,0.9,112.8,0,155.55
1025,3,36,22.05,3,105.2,8.1,177.35
1026,2.1,63.9,9.9,5.1,132,5.1,218.1
1027,3.9,55.8,16.2,6,120,6.9,208.8
1028,0.9,64.8,23.85,0.9,124.8,11.1,226.35
1029,3,25.2,0,3,102.8,3,137
1030,2.1,30.15,9.9,2.1,98.8,3.9,146.95
1031,3.9,50.85,1.8,6,120.8,3,186.35
1032,3.9,64.8,8.1,5.1,128.8,2.1,212.8
1033,2.1,61.2,1.8,5.1,128.8,0,199
1034,2.1,49.05,9.9,2.1,121.2,3.9,188.25
1035,6,30.15,0,5.1,107.2,2.1,150.55
1036,3.9,62.1,9.9,0.9,130.8,6.9,214.5
1037,6.9,57.15,8.1,8.1,124,5.1,209.35
1038,5.1,22.95,12.15,6,100,6,152.2
1039,5.1,54,22.05,2.1,120,9,212.25
1040,3.9,45.9,16.2,6,121.2,5.1,198.3
1041,3,45.9,19.8,2.1,112,6,188.8
1042,3,61.2,18,2.1,129.2,6,219.5
1043,6,77.85,1.8,3,138,3.9,230.55
1044,5.1,23.85,8.1,6,100,3,146.05
1045,3,66.15,9.9,3.9,126,6.9,215.85
1046,3.9,36.9,26.1,6.9,109.2,9,192
1047,3.9,70.2,0,5.1,133.2,0,212.4
1048,3,54.9,0,3.9,121.2,3,186
1049,3,50.85,13.95,2.1,118.8,6.9,195.6
